#	CVE ID	CWE ID	# of Exploits	Vulnerability Type(s)	Publish Date	Update Date	Score	Gained Access Level	Access	Complexity	Authentication	Conf.	Integ.	Avail.
12	CVE-2013-5533	20		+Priv	2013-10-10	2013-10-23	6.0	None	Local	High	Single system	Complete	Complete	Complete	The image-upgrade functionality on Cisco 9900 Unified IP phones allows local users to gain privileges by placing shell commands in an unspecified parameter, aka Bug ID CSCuh10334.
13	CVE-2013-5532	20		DoS Overflow	2013-10-10	2013-10-23	5.0	None	Remote	Low	Not required	None	None	Partial	Buffer overflow in the web-application interface on Cisco 9900 IP phones allows remote attackers to cause a denial of service (webapp interface outage) via long values in unspecified fields, aka Bug ID CSCuh10343.
14	CVE-2013-5529	20		DoS	2013-10-16	2013-10-16	6.8	None	Remote	Medium	Not required	Partial	Partial	Partial	The deployment module in the server in Cisco WebEx Meeting Center does not properly validate the passphrase, which allows remote attackers to launch a deployment or cause a denial of service (deployment interruption) via a direct request, aka Bug ID CSCuf52200.
15	CVE-2013-5528	22		Dir. Trav.	2013-10-10	2013-10-23	4.0	None	Remote	Low	Single system	Partial	None	None	Directory traversal vulnerability in the Tomcat administrative web interface in Cisco Unified Communications Manager allows remote authenticated users to read arbitrary files via directory traversal sequences in an unspecified input string, aka Bug ID CSCui78815.
16	CVE-2013-5527	20		DoS	2013-10-10	2013-10-23	5.7	None	Local Network	Medium	Not required	None	None	Complete	The OSPF functionality in Cisco IOS and IOS XE allows remote attackers to cause a denial of service (device reload) via crafted options in an LSA type 11 packet, aka Bug ID CSCui21030.
17	CVE-2013-5526	20		DoS	2013-10-10	2013-10-23	7.1	None	Remote	Medium	Not required	None	None	Complete	Cisco 9900 fourth-generation IP phones do not properly perform SDP negotiation, which allows remote attackers to cause a denial of service (device reboot) via crafted SDP packets, aka Bug ID CSCuf06698.
18	CVE-2013-5525	89		Exec Code Sql	2013-10-10	2013-10-23	6.5	None	Remote	Low	Single system	Partial	Partial	Partial	SQL injection vulnerability in the web framework in Cisco Identity Services Engine (ISE) 1.2 and earlier allows remote authenticated users to execute arbitrary SQL commands via unspecified vectors, aka Bug ID CSCug90502.
19	CVE-2013-5524	79		XSS	2013-10-10	2013-10-23	4.3	None	Remote	Medium	Not required	None	Partial	None	Cross-site scripting (XSS) vulnerability in the troubleshooting page in Cisco Identity Services Engine (ISE) 1.2 and earlier allows remote attackers to inject arbitrary web script or HTML via an unspecified parameter, aka Bug ID CSCug77655.
20	CVE-2013-5523	20		XSS	2013-10-10	2013-10-23	4.3	None	Remote	Medium	Not required	None	Partial	None	The Sponsor Portal in Cisco Identity Services Engine (ISE) 1.2 and earlier does not properly restrict use of IFRAME elements, which makes it easier for remote attackers to conduct clickjacking attacks and unspecified other attacks via a crafted web site, related to a "cross-frame scripting (XFS)" issue, aka Bug ID CSCui82666.
21	CVE-2013-5519	79		XSS	2013-10-03	2013-10-17	4.3	None	Remote	Medium	Not required	None	Partial	None	Cross-site scripting (XSS) vulnerability in the management interface on Cisco Wireless LAN Controller (WLC) devices allows remote attackers to inject arbitrary web script or HTML via a crafted URL, aka Bug ID CSCuf77810.
22	CVE-2013-5517	89		Exec Code Sql	2013-10-02	2013-10-17	5.5	None	Remote	Low	Single system	None	Partial	Partial	SQL injection vulnerability in the web framework in Cisco Unified Communications Domain Manager allows remote authenticated users to execute arbitrary SQL commands via a crafted URL, aka Bug ID CSCuh96567.
23	CVE-2013-5516	399		DoS	2013-09-30	2013-10-22	6.3	None	Remote	Medium	Single system	None	None	Complete	The Media Snapshot implementation on Cisco TelePresence Multipoint Switch (CTMS) devices allows remote authenticated users to cause a denial of service (device reload) by sending many Media Snapshot requests at the time of a meeting termination, aka Bug ID CSCuh44796.
24	CVE-2013-5515	119		DoS Overflow	2013-10-13	2013-10-15	7.8	None	Remote	Low	Not required	None	None	Complete	The Clientless SSL VPN feature in Cisco Adaptive Security Appliance (ASA) Software 8.x before 8.2(5.44), 8.3.x before 8.3(2.39), 8.4.x before 8.4(5.7), 8.6.x before 8.6(1.12), 9.0.x before 9.0(2.6), and 9.1.x before 9.1(1.7) allows remote attackers to cause a denial of service (device reload) via crafted HTTPS requests, aka Bug ID CSCua22709.
25	CVE-2013-5513	119		DoS Overflow	2013-10-13	2013-10-15	7.1	None	Remote	Medium	Not required	None	None	Complete	Cisco Adaptive Security Appliance (ASA) Software 8.2.x before 8.2(5.46), 8.3.x before 8.3(2.39), 8.4.x before 8.4(7), 8.5.x before 8.5(1.18), 8.6.x before 8.6(1.12), 8.7.x before 8.7(1.7), 9.0.x before 9.0(3.3), and 9.1.x before 9.1(1.8), when the DNS ALPI engine is enabled for TCP, allows remote attackers to cause a denial of service (device reload) via crafted TCP DNS packets, aka Bug ID CSCug03975.
26	CVE-2013-5512	362		DoS	2013-10-13	2013-10-16	7.1	None	Remote	Medium	Not required	None	None	Complete	Race condition in the HTTP Deep Packet Inspection (DPI) feature in Cisco Adaptive Security Appliance (ASA) Software 8.2.x before 8.2(5.46), 8.3.x before 8.3(2.39), 8.4.x before 8.4(5.5), 8.5.x before 8.5(1.18), 8.6.x before 8.6(1.12), 8.7.x before 8.7(1.4), 9.0.x before 9.0(1.4), and 9.1.x before 9.1(1.2), in certain conditions involving the spoof-server option or ActiveX or Java response inspection, allows remote attackers to cause a denial of service (device reload) via a crafted HTTP response, aka Bug ID CSCud37992.
27	CVE-2013-5511	287		Bypass	2013-10-13	2013-10-16	10.0	None	Remote	Low	Not required	Complete	Complete	Complete	The Adaptive Security Device Management (ASDM) remote-management feature in Cisco Adaptive Security Appliance (ASA) Software 8.2.x before 8.2(5.46), 8.3.x before 8.3(2.39), 8.4.x before 8.4(6), 8.5.x before 8.5(1.18), 8.6.x before 8.6(1.12), 8.7.x before 8.7(1.7), 9.0.x before 9.0(3.1), and 9.1.x before 9.1(2.6) does not properly implement the authentication-certificate option, which allows remote attackers to bypass authentication via a TCP session to an ASDM interface, aka Bug ID CSCuh44815.
28	CVE-2013-5510	287		Bypass	2013-10-13	2013-10-15	4.3	None	Remote	Medium	Not required	Partial	None	None	The remote-access VPN implementation in Cisco Adaptive Security Appliance (ASA) Software 7.x before 7.2(5.12), 8.x before 8.2(5.46), 8.3.x before 8.3(2.39), 8.4.x before 8.4(6), 8.6.x before 8.6(1.12), 9.0.x before 9.0(3.1), and 9.1.x before 9.1(2.5), when an override-account-disable option is enabled, does not properly parse AAA LDAP responses, which allows remote attackers to bypass authentication via a VPN connection attempt, aka Bug ID CSCug83401.
29	CVE-2013-5509	264		Bypass	2013-10-13	2013-10-15	10.0	None	Remote	Low	Not required	Complete	Complete	Complete	The SSL implementation in Cisco Adaptive Security Appliance (ASA) Software 9.0 before 9.0(2.6) and 9.1 before 9.1(2) allows remote attackers to bypass authentication, and obtain VPN access or administrative access, via a crafted X.509 client certificate, aka Bug ID CSCuf52468.
30	CVE-2013-5508	20		DoS	2013-10-13	2013-10-15	7.1	None	Remote	Medium	Not required	None	None	Complete	The SQL*Net inspection engine in Cisco Adaptive Security Appliance (ASA) Software 7.x before 7.2(5.12), 8.x before 8.2(5.44), 8.3.x before 8.3(2.39), 8.4.x before 8.4(6), 8.5.x before 8.5(1.18), 8.6.x before 8.6(1.12), 8.7.x before 8.7(1.6), 9.0.x before 9.0(2.10), and 9.1.x before 9.1(2) and Firewall Services Module (FWSM) 3.1.x and 3.2.x before 3.2(27) and 4.x before 4.1(14) allows remote attackers to cause a denial of service (device reload) via crafted segmented Transparent Network Substrate (TNS) packets, aka Bug ID CSCub98434.
31	CVE-2013-5507	310		DoS	2013-10-13	2013-10-15	7.1	None	Remote	Medium	Not required	None	None	Complete	The IPsec implementation in Cisco Adaptive Security Appliance (ASA) Software 9.1 before 9.1(1.7), when an IPsec VPN tunnel is enabled, allows remote attackers to cause a denial of service (device reload) via a (1) ICMP or (2) ICMPv6 packet that is improperly handled during decryption, aka Bug ID CSCue18975.
32	CVE-2013-5506	264			2013-10-13	2013-10-15	6.6	None	Local	Medium	Single system	Complete	Complete	Complete	The authorization functionality in Cisco Firewall Services Module (FWSM) 3.1.x and 3.2.x before 3.2(25) and 4.x before 4.1(13), when multiple-context mode is enabled, allows local users to read or modify any context's configuration via unspecified commands, aka Bug ID CSCue46080.
33	CVE-2013-5505	79		XSS	2013-09-30	2013-10-16	4.3	None	Remote	Medium	Not required	None	Partial	None	Cross-site scripting (XSS) vulnerability in an administration page in Cisco Identity Services Engine (ISE) allows remote attackers to inject arbitrary web script or HTML via an unspecified parameter, aka Bug ID CSCui30275.
34	CVE-2013-5504	79		XSS	2013-09-30	2013-10-22	4.3	None	Remote	Medium	Not required	None	Partial	None	Cross-site scripting (XSS) vulnerability in the Mobile Device Management (MDM) portal in Cisco Identity Services Engine (ISE) allows remote attackers to inject arbitrary web script or HTML via an unspecified parameter, aka Bug ID CSCui30266.
35	CVE-2013-5503	399		DoS	2013-10-02	2013-10-03	7.8	None	Remote	Low	Not required	None	None	Complete	The UDP process in Cisco IOS XR 4.3.1 does not free packet memory upon detecting full packet queues, which allows remote attackers to cause a denial of service (memory consumption) via UDP packets to listening ports, aka Bug ID CSCue69413.
36	CVE-2013-5502	264		+Info	2013-09-23	2013-10-02	5.0	None	Remote	Low	Not required	Partial	None	None	The web interface in Cisco MediaSense does not properly protect the client-server communication channel, which allows remote attackers to obtain sensitive query string or cookie information via unspecified vectors, aka Bug ID CSCuj23344.
37	CVE-2013-5501	79		XSS	2013-09-20	2013-10-02	4.3	None	Remote	Medium	Not required	None	Partial	None	Cross-site scripting (XSS) vulnerability in the oraservice page in Cisco MediaSense allows remote attackers to inject arbitrary web script or HTML via an unspecified parameter, aka Bug ID CSCuj23328.
38	CVE-2013-5500	79		XSS	2013-09-20	2013-10-02	4.3	None	Remote	Medium	Not required	None	Partial	None	Multiple cross-site scripting (XSS) vulnerabilities in the oraadmin service page in Cisco MediaSense allow remote attackers to inject arbitrary web script or HTML via an unspecified parameter, aka Bug IDs CSCuj23320, CSCuj23324, CSCuj23333, and CSCuj23338.
39	CVE-2013-5499			DoS	2013-10-10	2013-10-10	5.7	None	Local Network	Medium	Not required	None	None	Complete	The remember feature in the DHCP server in Cisco IOS allows remote attackers to cause a denial of service (device reload) by acquiring a lease and then sending a DHCPRELEASE message, aka Bug ID CSCuh46822.
40	CVE-2013-5498	20		DoS	2013-09-27	2013-10-23	5.0	None	Remote	Low	Not required	None	None	Partial	The PPTP-ALG component in CRS Carrier Grade Services Engine (CGSE) and ASR 9000 Integrated Service Module (ISM) in Cisco IOS XR allows remote attackers to cause a denial of service (module reset) via crafted packet streams, aka Bug ID CSCue91963.
41	CVE-2013-5497	287		DoS	2013-09-19	2013-10-11	4.3	None	Remote	Medium	Not required	None	None	Partial	The authentication manager process in the web framework in Cisco Intrusion Prevention System (IPS) does not properly handle user tokens, which allows remote attackers to cause a denial of service (intermittent MainApp hang) via a crafted management-interface connection request, aka Bug ID CSCuf20148.
42	CVE-2013-5496	20		DoS	2013-09-16	2013-10-16	6.3	None	Remote	Medium	Single system	None	None	Complete	Open Network Environment Platform (ONEP) in Cisco NX-OS allows remote authenticated users to cause a denial of service (network-element reload) via a crafted packet, aka Bug ID CSCui51551.
43	CVE-2013-5495	79		XSS	2013-09-16	2013-10-11	4.3	None	Remote	Medium	Not required	None	Partial	None	Cross-site scripting (XSS) vulnerability in the web framework in the Application Server in Cisco Unified MeetingPlace allows remote attackers to inject arbitrary web script or HTML via an unspecified parameter, aka Bug ID CSCui44681.
44	CVE-2013-5494	352		CSRF	2013-09-16	2013-10-18	6.8	None	Remote	Medium	Not required	Partial	Partial	Partial	Cross-site request forgery (CSRF) vulnerability in the web framework in Cisco Unified MeetingPlace Solution, as used in Unified MeetingPlace Web Conferencing and Unified MeetingPlace, allows remote attackers to hijack the authentication of arbitrary users, aka Bug IDs CSCui45209 and CSCui44674.
45	CVE-2013-5493	20		Exec Code Bypass	2013-09-13	2013-10-22	6.8	None	Local	Low	Single system	Complete	Complete	Complete	The diagnostic module in the firmware on Cisco Virtualization Experience Client 6000 devices allows local users to bypass intended access restrictions and execute arbitrary commands via unspecified vectors, aka Bug ID CSCug68407.
46	CVE-2013-5492	310		+Info	2013-09-13	2013-10-16	5.0	None	Remote	Low	Not required	Partial	None	None	administration.jsp in Cisco SocialMiner allows remote attackers to obtain sensitive information by sniffing the network for HTTP client-server traffic, aka Bug ID CSCuh76780.
47	CVE-2013-5490	200		+Info	2013-09-23	2013-10-17	7.8	None	Remote	Low	Not required	Complete	None	None	Cisco Prime Data Center Network Manager (DCNM) before 6.2(1) allows remote attackers to read arbitrary text files via an XML external entity declaration in conjunction with an entity reference, related to an XML External Entity (XXE) issue, aka Bug ID CSCud80148.
48	CVE-2013-5489	264		+Info	2013-09-13	2013-09-17	5.0	None	Remote	Low	Not required	Partial	None	None	The gadget implementation in Cisco SocialMiner does not properly restrict the content of GET requests, which allows remote attackers to obtain sensitive information by reading (1) web-server access logs, (2) web-server Referer logs, or (3) the browser history, aka Bug ID CSCuh74125.
49	CVE-2013-5488	20		DoS	2013-09-12	2013-09-17	5.0	None	Remote	Low	Not required	None	None	Partial	Cisco Common Services, as used in Cisco Prime LAN Management Solution (LMS), Cisco Security Manager, Cisco Unified Service Monitor, and Cisco Unified Operations Manager, does not properly interact with the ActiveMQ component, which allows remote attackers to cause a denial of service (memory consumption) via simultaneous TCP sessions, aka Bug IDs CSCuh54766, CSCuh01267, CSCuh95976, and CSCuh95969.
50	CVE-2013-5487	200		+Info	2013-09-23	2013-09-23	7.8	None	Remote	Low	Not required	Complete	None	None	DCNM-SAN Server in Cisco Prime Data Center Network Manager (DCNM) before 6.2(1) allows remote attackers to read arbitrary files via unspecified vectors, aka Bug ID CSCue77029.
