#	CVE ID	CWE ID	# of Exploits	Vulnerability Type(s)	Publish Date	Update Date	Score	Gained Access Level	Access	Complexity	Authentication	Conf.	Integ.	Avail.
11	CVE-2013-4115	119		DoS Overflow Mem. Corr.	2013-08-09	2013-10-23	7.5	None	Remote	Low	Not required	Partial	Partial	Partial	Buffer overflow in the idnsALookup function in dns_internal.cc in Squid 3.2 through 3.2.11 and 3.3 through 3.3.6 allows remote attackers to cause a denial of service (memory corruption and server termination) via a long name in a DNS lookup request.
12	CVE-2013-4111	20			2013-08-28	2013-09-11	5.8	None	Remote	Medium	Not required	Partial	Partial	None	The Python client library for Glance (python-glanceclient) before 0.10.0 does not properly check the preverify_ok value, which prevents the server hostname from being verified with a domain name in the subject's Common Name (CN) or subjectAltName field of the X.509 certificate and allows man-in-the-middle attackers to spoof SSL servers via an arbitrary valid certificate.
13	CVE-2013-4082	119		DoS Overflow	2013-06-09	2013-10-04	5.0	None	Remote	Low	Not required	None	None	Partial	The vwr_read function in wiretap/vwr.c in the Ixia IxVeriWave file parser in Wireshark 1.8.x before 1.8.8 does not validate the relationship between a record length and a trailer length, which allows remote attackers to cause a denial of service (heap-based buffer overflow and application crash) via a crafted packet.
14	CVE-2013-3956	264	2	+Priv	2013-07-31	2013-08-22	7.2	None	Local	Low	Not required	Complete	Complete	Complete	The NICM.SYS kernel driver 3.1.11.0 in Novell Client 4.91 SP5 on Windows XP and Windows Server 2003; Novell Client 2 SP2 on Windows Vista and Windows Server 2008; and Novell Client 2 SP3 on Windows Server 2008 R2, Windows 7, Windows 8, and Windows Server 2012 allows local users to gain privileges via a crafted 0x143B6B IOCTL call.
15	CVE-2013-3697	189		Overflow +Priv	2013-07-31	2013-07-31	7.2	None	Local	Low	Not required	Complete	Complete	Complete	Integer overflow in the NWFS.SYS kernel driver 4.91.5.8 in Novell Client 4.91 SP5 on Windows XP and Windows Server 2003 and the NCPL.SYS kernel driver in Novell Client 2 SP2 on Windows Vista and Windows Server 2008 and Novell Client 2 SP3 on Windows Server 2008 R2, Windows 7, Windows 8, and Windows Server 2012 might allow local users to gain privileges via a crafted 0x1439EB IOCTL call.
16	CVE-2013-3567	20		Exec Code	2013-08-19	2013-10-07	7.5	None	Remote	Low	Not required	Partial	Partial	Partial	Puppet 2.7.x before 2.7.22 and 3.2.x before 3.2.2, and Puppet Enterprise before 2.8.2, deserializes untrusted YAML, which allows remote attackers to instantiate arbitrary Ruby classes and execute arbitrary code via a crafted REST API call.
17	CVE-2013-3268	287			2013-04-24	2013-05-03	10.0	None	Remote	Low	Not required	Complete	Complete	Complete	Novell iManager 2.7 before SP6 Patch 1 does not refresh a token after a logout action, which has unspecified impact and remote attack vectors.
18	CVE-2013-2770	20			2013-04-07	2013-04-09	5.8	None	Remote	Medium	Not required	Partial	Partial	None	The installation functionality in the Novell Kanaka component before 2.8 for Novell Open Enterprise Server (OES) on Mac OS X does not verify the server's X.509 certificate during an SSL session, which allows man-in-the-middle attackers to spoof servers via an arbitrary certificate.
19	CVE-2013-2555	189		Exec Code Overflow	2013-03-11	2013-10-10	10.0	None	Remote	Low	Not required	Complete	Complete	Complete	Integer overflow in Adobe Flash Player before 10.3.183.75 and 11.x before 11.7.700.169 on Windows and Mac OS X, before 10.3.183.75 and 11.x before 11.2.202.280 on Linux, before 11.1.111.50 on Android 2.x and 3.x, and before 11.1.115.54 on Android 4.x; Adobe AIR before 3.7.0.1530; and Adobe AIR SDK & Compiler before 3.7.0.1530 allows remote attackers to execute arbitrary code via unspecified vectors, as demonstrated by VUPEN during a Pwn2Own competition at CanSecWest 2013.
20	CVE-2013-2217	59			2013-09-23	2013-10-16	1.2	None	Local	High	Not required	None	Partial	None	cache.py in Suds 0.4, when tempdir is set to None, allows local users to redirect SOAP queries and possibly have other unspecified impact via a symlink attack on a cache file with a predictable name in /tmp/suds/.
21	CVE-2013-2190	264			2013-10-17	2013-10-18	2.1	None	Local	Low	Not required	Partial	None	None	The translate_hierarchy_event function in x11/clutter-device-manager-xi2.c in Clutter, when resuming the system, does not properly handle XIQueryDevice errors when a device has "disappeared," which causes the gnome-shell to crash and allows physically proximate attackers to access the previous gnome-shell session via unspecified vectors.
22	CVE-2013-2174	119		DoS Exec Code Overflow	2013-07-31	2013-07-31	6.8	None	Remote	Medium	Not required	Partial	Partial	Partial	Heap-based buffer overflow in the curl_easy_unescape function in lib/escape.c in cURL and libcurl 7.7 through 7.30.0 allows remote attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted string ending in a "%" (percent) character.
23	CVE-2013-2161	94			2013-08-20	2013-10-07	7.5	None	Remote	Low	Not required	Partial	Partial	Partial	XML injection vulnerability in account/utils.py in OpenStack Swift Folsom, Grizzly, and Havana allows attackers to trigger invalid or spoofed Swift responses via an account name.
24	CVE-2013-2145	20		Exec Code Bypass	2013-08-19	2013-10-07	4.4	None	Local	Medium	Not required	Partial	Partial	Partial	The cpansign verify functionality in the Module::Signature module before 0.72 for Perl allows attackers to bypass the signature check and execute arbitrary code via a SIGNATURE file with a "special unknown cipher" that references an untrusted module in Digest/.
25	CVE-2013-2132			DoS	2013-08-15	2013-10-07	4.3	None	Remote	Medium	Not required	None	None	Partial	bson/_cbsonmodule.c in the mongo-python-driver (aka. pymongo) before 2.5.2, as used in MongoDB, allows context-dependent attackers to cause a denial of service (NULL pointer dereference and crash) via vectors related to decoding of an "invalid DBRef."
26	CVE-2013-2126	399		DoS Exec Code	2013-08-14	2013-08-14	7.5	None	Remote	Low	Not required	Partial	Partial	Partial	Multiple double free vulnerabilities in the LibRaw::unpack function in libraw_cxx.cpp in LibRaw before 0.15.2 allow context-dependent attackers to cause a denial of service (application crash) and possibly execute arbitrary code via a malformed full-color (1) Foveon or (2) sRAW image file.
27	CVE-2013-2112			DoS	2013-07-31	2013-07-31	7.8	None	Remote	Low	Not required	None	None	Complete	The svnserve server in Subversion before 1.6.23 and 1.7.x before 1.7.10 allows remote attackers to cause a denial of service (exit) by aborting a connection.
28	CVE-2013-2088	20		Exec Code	2013-07-31	2013-07-31	7.1	None	Remote	High	Single system	Complete	Complete	Complete	contrib/hook-scripts/svn-keyword-check.pl in Subversion before 1.6.23 allows remote authenticated users with commit permissions to execute arbitrary commands via shell metacharacters in a filename.
29	CVE-2013-1987	189		Overflow	2013-06-15	2013-10-07	6.8	None	Remote	Medium	Not required	Partial	Partial	Partial	Multiple integer overflows in X.org libXrender 0.9.7 and earlier allow X servers to trigger allocation of insufficient memory and a buffer overflow via vectors related to the (1) XRenderQueryFilters, (2) XRenderQueryFormats, and (3) XRenderQueryPictIndexValues functions.
30	CVE-2013-1968			DoS	2013-07-31	2013-07-31	5.5	None	Remote	Low	Single system	None	Partial	Partial	Subversion before 1.6.23 and 1.7.x before 1.7.10 allows remote authenticated users to cause a denial of service (FSFS repository corruption) via a newline character in a file name.
31	CVE-2013-1927			Exec Code	2013-04-29	2013-08-22	6.8	None	Remote	Medium	Not required	Partial	Partial	Partial	The IcedTea-Web plugin before 1.2.3 and 1.3.x before 1.3.2 allows remote attackers to execute arbitrary code via a crafted file that validates as both a GIF and a Java JAR file, aka "GIFAR."
32	CVE-2013-1926			+Info	2013-04-29	2013-08-22	5.8	None	Remote	Medium	Not required	Partial	Partial	None	The IcedTea-Web plugin before 1.2.3 and 1.3.x before 1.3.2 uses the same class loader for applets with the same codebase path but from different domains, which allows remote attackers to obtain sensitive information or possibly alter other applets via a crafted applet.
33	CVE-2013-1872	119		DoS Exec Code Overflow	2013-08-19	2013-08-20	6.8	None	Remote	Medium	Not required	Partial	Partial	Partial	The Intel drivers in Mesa 8.0.x and 9.0.x allow context-dependent attackers to cause a denial of service (reachable assertion and crash) and possibly execute arbitrary code via vectors involving 3d graphics that trigger an out-of-bounds array access, related to the fs_visitor::remove_dead_constants function.  NOTE: this issue might be related to CVE-2013-0796.
34	CVE-2013-1846	119		DoS Overflow	2013-05-02	2013-08-22	4.0	None	Remote	Low	Single system	None	None	Partial	The mod_dav_svn Apache HTTPD server module in Subversion 1.6.x before 1.6.21 and 1.7.0 through 1.7.8 allows remote authenticated users to cause a denial of service (NULL pointer dereference and crash) via a LOCK on an activity URL.
35	CVE-2013-1845	119		DoS Overflow	2013-05-02	2013-08-22	2.1	None	Remote	High	Single system	None	None	Partial	The mod_dav_svn Apache HTTPD server module in Subversion 1.6.x before 1.6.21 and 1.7.0 through 1.7.8 allows remote authenticated users to cause a denial of service (memory consumption) by (1) setting or (2) deleting a large number of properties for a file or directory.
36	CVE-2013-1362	20		Exec Code	2013-07-09	2013-10-16	7.5	None	Remote	Low	Not required	Partial	Partial	Partial	Incomplete blacklist vulnerability in nrpc.c in Nagios Remote Plug-In Executor (NRPE) before 2.14 might allow remote attackers to execute arbitrary shell commands via "$()" shell metacharacters, which are processed by bash.
37	CVE-2013-1097	79		XSS	2013-06-17	2013-06-17	4.3	None	Remote	Medium	Not required	None	Partial	None	Cross-site scripting (XSS) vulnerability in a ZCC page in njwc.jar in Novell ZENworks Configuration Management (ZCM) 11.2 before 11.2.3a Monthly Update 1 allows remote attackers to inject arbitrary web script or HTML via vectors involving an onload event.
38	CVE-2013-1095	79		XSS	2013-06-17	2013-06-17	4.3	None	Remote	Medium	Not required	None	Partial	None	Cross-site scripting (XSS) vulnerability in a ZCC page in njwc.jar in Novell ZENworks Configuration Management (ZCM) 11.2 before 11.2.3a Monthly Update 1 allows remote attackers to inject arbitrary web script or HTML via vectors involving an onError event.
39	CVE-2013-1094	79		XSS	2013-06-17	2013-06-17	4.3	None	Remote	Medium	Not required	None	Partial	None	Cross-site scripting (XSS) vulnerability in a ZCC page in zenworks-core in Novell ZENworks Configuration Management (ZCM) 11.2 before 11.2.3a Monthly Update 1 allows remote attackers to inject arbitrary web script or HTML via an invalid locale.
40	CVE-2013-1093	20			2013-06-17	2013-06-17	5.8	None	Remote	Medium	Not required	Partial	Partial	None	Open redirect vulnerability in the fwdToURL function in the ZCC login page in zcc-framework.jar in Novell ZENworks Configuration Management (ZCM) 11.2 before 11.2.3a Monthly Update 1 allows remote attackers to redirect users to arbitrary web sites and conduct phishing attacks via the directToPage parameter.
41	CVE-2013-1092			+Priv	2013-05-05	2013-05-06	7.2	None	Local	Low	Not required	Complete	Complete	Complete	Multiple unquoted Windows search path vulnerabilities in Novell ZENworks Desktop Management (ZDM) 7 through 7.1 might allow local users to gain privileges via a Trojan horse "program" file in the C: folder, related to an attempted launch of (1) ZenRem32.exe or (2) wm.exe.
42	CVE-2013-1091	119		Exec Code Overflow	2013-05-02	2013-05-03	10.0	None	Remote	Low	Not required	Complete	Complete	Complete	Stack-based buffer overflow in Novell iPrint Client before 5.90 allows remote attackers to execute arbitrary code via unspecified vectors.
43	CVE-2013-1088	352		CSRF	2013-04-24	2013-05-16	6.8	None	Remote	Medium	Not required	Partial	Partial	Partial	Cross-site request forgery (CSRF) vulnerability in Novell iManager 2.7 before SP6 Patch 1 allows remote attackers to hijack the authentication of arbitrary users by leveraging improper request validation by iManager code deployed within an Apache Tomcat container.
44	CVE-2013-1087	79		XSS	2013-07-15	2013-07-16	4.3	None	Remote	Medium	Not required	None	Partial	None	Cross-site scripting (XSS) vulnerability in the client in Novell GroupWise through 8.0.3 HP3, and 2012 through SP2, on Windows allows user-assisted remote attackers to inject arbitrary web script or HTML via the body of an e-mail message.
45	CVE-2013-1086	79		XSS	2013-04-19	2013-04-25	4.3	None	Remote	Medium	Not required	None	Partial	None	Cross-site scripting (XSS) vulnerability in WebAccess in Novell GroupWise before 8.0.3 HP3, and 2012 before SP2, allows remote attackers to inject arbitrary web script or HTML via vectors involving an onError attribute.
46	CVE-2013-1085	119		Exec Code Overflow	2013-03-29	2013-03-29	9.3	None	Remote	Medium	Not required	Complete	Complete	Complete	Stack-based buffer overflow in the nim: protocol handler in Novell GroupWise Messenger 2.04 and earlier, and Novell Messenger 2.1.x and 2.2.x before 2.2.2, allows remote attackers to execute arbitrary code via an import command containing a long string in the filename parameter.
47	CVE-2013-1083				2013-03-29	2013-04-02	10.0	None	Remote	Low	Not required	Complete	Complete	Complete	Unspecified vulnerability in the login functionality in the Reporting Module in Novell Identity Manager (aka IDM) Roles Based Provisioning Module 4.0.2 before Field Patch C has unknown impact and attack vectors.
48	CVE-2013-1082	22		Dir. Trav.	2013-03-29	2013-03-29	7.5	None	Remote	Low	Not required	Partial	Partial	Partial	Directory traversal vulnerability in DUSAP.php in Novell ZENworks Mobile Management before 2.7.1 allows remote attackers to include and execute arbitrary local files via the language parameter.
49	CVE-2013-1081	22		Dir. Trav.	2013-03-11	2013-03-18	7.5	None	Remote	Low	Not required	Partial	Partial	Partial	Directory traversal vulnerability in MDM.php in Novell ZENworks Mobile Management (ZMM) 2.6.1 and 2.7.0 allows remote attackers to include and execute arbitrary local files via the language parameter.
50	CVE-2013-1080	287		Dir. Trav.	2013-03-29	2013-04-02	10.0	None	Remote	Low	Not required	Complete	Complete	Complete	The web server in Novell ZENworks Configuration Management (ZCM) 10.3 and 11.2 does not properly perform authentication for zenworks/jsp/index.jsp, which allows remote attackers to conduct directory traversal attacks, and consequently upload and execute arbitrary programs, via a request to TCP port 443.
